,Ratings,Reviews
4323,1.0 ,"  Mobile is not working properly, defected PCs given..trying to speak with Amazon Toll free , buy unable to connect. Please call

"
4324,4.0 ,"  Camera is good but battery is draining fast

"
4325,5.0 ,"  Little bit disappointed with battery provided .camera is excellent ,OS outstanding One plus awesome as usual,just go for it.

"
4326,5.0 ,"  No words to explain in brief....Just Awesome phone

"
4327,5.0 ,"  Monster by specification !Battery backup can be managed by fast 30t warp charge..50-60 min→0 to 100% charge !

"
4328,5.0 ,"  Excellent product.full satisfaction

"
4329,5.0 ,"  Nice and sleek but thin and slippery.Very easy to slip and fall.I am forced to have a cover on the phone.

"
4330,5.0 ,"  Awesome phone.... All rounder battery 🔋 mah is 3800 but Fast charging is the full fill the gap... Overall real Flagship phone of OnePlus.

"
4331,5.0 ,"  Not everyone's budget phone but yeah it's definitely worth the price tag 👌

"
4332,5.0 ,"  My one plus 7t is lost can u help me finding its location

"
4333,5.0 ,"  Product is good

"
4334,5.0 ,"  Amazing camera quality... Nothing to say about OnePlus coz they give as much as best only 👍

"
4335,5.0 ,"  Battery life is not that great but quick charge is amazing. Look and feel is also very good.

"
4336,5.0 ,"  Camera quality is good nd battery life is not upto the mark.. if u are use or not use it will drain as usual

"
4337,3.0 ,"  If we play Pubg in 90Hz display it's lagging too much, after two hours of gameplay phone is heating.

"
4338,4.0 ,"  The worst thing is no 3.5mm jack and still other companies haven't made middle range c pin ear plugs

"
4339,1.0 ,"  Got a damaged product , camera not working

"
4340,5.0 ,"  Great Handset, super smooth to use.. fabulous camera.. battery is a bit of letdown..

"
4341,5.0 ,"  Camera is amazing.Decent Battery life but charges superfast so no worries.

"
4342,3.0 ,"  Very bad camara phone,If you are buying it for camara don't go for it.Rest all is ok.

"
4343,5.0 ,"  phone quality is good, looks premium but fingerprint sensor is little bit slow and not led notification

"
4344,5.0 ,"  Causion:- Do not think twice!!Just go for it..!!Reviewed aafter 3 months of usage 😀

"
4345,5.0 ,"  Awesome device. Been using it or one week really impressed with the camera and performance worth every rupee

"
4346,5.0 ,"  Nice phone I loved the performance and camera quality but battery backup is not that good, still best phone.

"
4347,3.0 ,"  Order product in color glacial blue. Product delivered in color frosted silver. Not expected when placing order for premium product!

"
4348,5.0 ,"  Just start to use .. .. share review after few more days

"
4349,5.0 ,"  Superb product with excellent performance.

"
4350,5.0 ,"  While playing Games there  is no heating issue everything is  niceThanks for Amazon service For giving Fast dilivery...

"
4351,5.0 ,"  I have used so many phones comparing to  all phones OnePlus is better, because it's performance is faster than other phone's.

"
4352,5.0 ,"  Gorgeous looking phone with a great display. However, tad big for single hand use and very slippery when held without a case.

"
4353,5.0 ,"  One of the best Android smartphone everI love itEverything is superb and amazingGo for it without any doubt

"
4354,5.0 ,"  Perfect phone in 2020....Camera...Battery...Everything is just wowwww..Buy it...one plus 8 is waste...7t will always be king.

"
4355,4.0 ,"  Overall nice phone, but little bit disappointed with battery. Drains too fast.. 30 minutes of pubg gameplay uses 40% battery.

"
4356,5.0 ,"  Gud

"
4357,3.0 ,"  Camera gets hang each time I take pics and it's very frequent.

"
4358,5.0 ,"  The best phone I ever used.this phone has very beautiful display with dual stereo speaker with Dolby atmos.best phone I have ever used.love you oneplus♥️♥️♥️

"
4359,5.0 ,"  Great

"
4360,5.0 ,"  Best device around 30k range, go for it eyes closed. At the revised price it is even more affordable and value for money 👍

"
4361,5.0 ,"  Best phone and All the features you needSuper smooth and lighting fast

"
4362,5.0 ,"  Awesome

"
4363,5.0 ,"  Like

"
4364,5.0 ,"  After using 1 month this phone is amazing one being Moto user i recommend people to use this

"
4365,1.0 ,"  mobile heating , normally i putting in my pocket that time also mobile heating problem, and useing time also heating

"
4366,5.0 ,"  Superb battery

"
4367,5.0 ,"  Ultimate phone

"
4368,2.0 ,"  one plus 7T ultra wide angle camera are not goodWist of moneyAverage camera😣

"
4369,5.0 ,"  Good phone. But battery drain too frequently..phone gets heated up just while using instagram. And while pubg.. its like hot pan. U can cook

"
4370,4.0 ,"  Fastest and smoothest handset I got in recent times but lacking in IP rating OnePlus need to concentrate in that if not they not to be said as flagship phone.

"
4371,4.0 ,"  Well balanced and camera quality is just amazing...battery backup is not as expected..but overall its worthy

"
4372,3.0 ,"  Battery life and camera has to be improve.Price is also too high with the product features is not good at all...

"
4373,5.0 ,"  Everything is decent but battery life is very poor improve battery performance.I hope  camera quality should be improved after software update

"
4374,5.0 ,"  Very happy with the performance and also amazing camera clarity. Recommended

"
4375,5.0 ,"  Good

"
4376,5.0 ,"  Superb camera, excellent battery life with superfast charging.. overall great smartphone.Reviewing after a months of usage.

"
4377,5.0 ,"  Buy this phone and spend some 1600 on oneplus care protection plan for safety and u r left with one of the best android phone ever

"
4378,5.0 ,"  Camera needs more improvement in next updates.Everything is here like a beast . Enjoying this device.

"
4379,4.0 ,"  Fingerprint reader quality is excellent, but with the cord I am only able to charge the phone, not able to transfer data from laptop or PC.

"
4380,5.0 ,"  Awesome Design, Camera, screen, sound... Signal reception... And battery is also decent. Just missing the headphone jack. Love this phone.

"
4381,4.0 ,"  I brought this phone through amazon but i didn't get a warranty card.

"
4382,1.0 ,"  A very waste product . It seems that these people have sold a used phone battery life is just normal one day

"
4383,5.0 ,"  A good for day 1 of use, would love to share feedback after a period of usage

"
4384,3.0 ,"  I received the phone without Warp C cable which was supposed there in the box. This particular item Warp C cable was missing

"
4385,4.0 ,"  Great phone and everything good except Made In China. Giving one overall star less just because this phone is Made In China.

"
4386,5.0 ,"  Oxygen os is too goodCharging is crazy fastBattery lasts 1 typical day with moderate usageCameras are good

"
4387,5.0 ,"  Best of best i think it definitely provides you a mind blowing experience nothing to say best in class stunning product.....

"
4388,5.0 ,"  Superb phone, satisfied to every bit, the best camera in market, processing is lightning fast and battery life is out of this world......

"
4389,5.0 ,"  It is getting heated little other than this there is no other issues

"
4390,5.0 ,"  Best phone under 40k PERIOD.Don't think just go for it.

"
4391,5.0 ,"  Super phone cam quality is very nice.. happy with my purchase

"
4392,5.0 ,"  Very good mobile in terms of performance, camera quality and other features

"
4393,5.0 ,"  There are some bugs to fix..but everything else is working the best level..

"
4394,5.0 ,"  Nice phone overall. A bit pricey in the sagment nd a bit low battery power.

"
4395,5.0 ,"  Camera is excellent.The battery is disappointing.Chaging is fast,but cordless charge would have been a better idea.

"
4396,1.0 ,"  PlZ replace my mobile ...due to signal problem for 2 sim slots... I already complained but till now no reply....

"
4397,5.0 ,"  Awesome sound system,good response of fingerprint reader, battery life is also good and the charger is really quick

"
4398,5.0 ,"  Really amazing.You can literally feel how well the OS and RAM must be working to give such amazing user experience.

"
4399,4.0 ,"  overall its a extremely badass phone with lightning fast speed but it do has some heating issue which i find it bad

"
4400,5.0 ,"  I like this❤️

"
4401,5.0 ,"  An okay phone. Not bad but nothing extraordinary

"
4402,4.0 ,"  Good camera and speed but observed some hangups.

"
4403,1.0 ,"  Phone is not as good as people say. Little disappointed.

"
4404,5.0 ,"  Awesome product

"
4405,4.0 ,"  The phoen in itself is definition of premium...however some improvement in battery lyf is a must!!

"
4406,4.0 ,"  Its an awesome phone but it should be give always on display features at this price point. Other wise the phone is superb and insanely fast.

"
4407,5.0 ,"  Awesome phone , great display and good quality camera.

"
4408,5.0 ,"  Good performance, good camera n battery backup 🔋okay,

"
4409,5.0 ,"  Worth it !!! Best camera, I find it best in the Market

"
4410,5.0 ,"  I was little scare to purchase the fon online but everything is safe the phones camera's quality is beyond expectations,the fingerprint works amazingg,i loved it!!

"
4411,5.0 ,"  Just loved it.i have bought this mobile about 5 months ago and no issues till now.

"
4412,5.0 ,"  Excellent

"
4413,5.0 ,"  Beast....phon...Camera 4.8/5Battery 4.4/5Performance 5/5Look 5/5

"
4414,5.0 ,"  It's OnePlus what do you expect more

"
4415,4.0 ,"  One plus 7t is an awesome phone to have ...but compromising on  notification led and headphone jack is a huge loss

"
4416,1.0 ,"  The phone is very bad don't go for it having severe heating issues and when trying to resolve it one plus is not responding

"
4417,3.0 ,"  Battery back up is poor, Camera is good. And sometimes phone gets lagged. Lagging is the unexpected issue which I'm facing.

"
4418,5.0 ,"  It's just awesome

"
4419,5.0 ,"  Require earphones in kit

"
4420,5.0 ,"  One wordAwesomeGo for itKeep it up OnePlus

"
4421,4.0 ,"  Camera is super, performence is mind blowing, but it's back side glass glass finish is weak i always worried about it.

"
4422,5.0 ,"  Phone is simply amazing. It's been months using Oneplus 7T and I feel so satisfied. Camera quality is the plus with zero noise in the night capturing.

"
4423,5.0 ,"  Finger print issues are fixed...very nice screen quality..much recommended

"
4424,5.0 ,"  Oneplus end of the phines

"
4425,5.0 ,"  Everything is fyn.but fingerprint is not suitable to my finger. It seems I always want to place it very correctly on sensor.a small deviation it won't recognize

"
4426,5.0 ,"  Awesome cellphone.. everything better in this cellphone.. Camera quality 10x zoom with clearing. Battery charging also awesome.

"
4427,5.0 ,"  PHONE was literally osm 👌👏😘The performance was quite good.and camera quality was pretty good. Simply loved it😘❤️

"
4428,5.0 ,"  Extremely good and amazing!!!

"
4429,5.0 ,"  It's is the best android phone I am using

"
4430,5.0 ,"  Really great Phone

"
4431,5.0 ,"  VERY GOOD PHONE WITH FEATURES.

"
4432,5.0 ,"  Love for OnePlus continues .... This phone is my upgrade from 3T , the spec the colour , the performance just wow.......

"
4433,4.0 ,"  One of the Best Android Experience. .A bit high in the price segment but the experience and the faster updates matter the most.

"
4434,5.0 ,"  Good

"
4435,5.0 ,"  A very good phone if you are planning to buy. Has everything that one would need.

"
4436,5.0 ,"  Best In Class From 1+ and Very Fast Delivery From Amazon 👍

"
4437,5.0 ,"  Guys go for it... Good camera with almost all features 4k also  ,many customization possible. Blue is best.  Worth a money 38 for 256GB 👍👍

"
